airport,iana_timezone,source
SZF,Europe/Istanbul,OpenFlights airports.dat
SZG,Europe/Vienna,OpenFlights airports.dat
SZJ,America/Havana,OpenFlights airports.dat
SZK,Africa/Johannesburg,OpenFlights airports.dat
SZL,America/Chicago,OpenFlights airports.dat
SZR,Europe/Sofia,OpenFlights airports.dat
SZS,Pacific/Auckland,OpenFlights airports.dat
SZT,America/Mexico_City,OpenFlights airports.dat
SZV,Asia/Shanghai,OpenFlights airports.dat
SZW,Europe/Berlin,OpenFlights airports.dat
SZX,Asia/Shanghai,OpenFlights airports.dat
SZZ,Europe/Warsaw,OpenFlights airports.dat
TAB,America/Port_of_Spain,OpenFlights airports.dat
TAC,Asia/Manila,OpenFlights airports.dat
TAE,Asia/Seoul,OpenFlights airports.dat
TAF,Africa/Algiers,OpenFlights airports.dat
TAG,Asia/Manila,OpenFlights airports.dat
TAH,Pacific/Efate,OpenFlights airports.dat
TAI,Asia/Aden,OpenFlights airports.dat
TAK,Asia/Tokyo,OpenFlights airports.dat
TAM,America/Mexico_City,OpenFlights airports.dat
TAO,Asia/Shanghai,OpenFlights airports.dat
TAP,America/Mexico_City,OpenFlights airports.dat
TAR,Europe/Rome,OpenFlights airports.dat
TAS,Asia/Samarkand,OpenFlights airports.dat
TAT,Europe/Bratislava,OpenFlights airports.dat
TAY,Europe/Tallinn,OpenFlights airports.dat
TAZ,Asia/Ashgabat,OpenFlights airports.dat
TBB,Asia/Saigon,OpenFlights airports.dat
TBG,Pacific/Port_Moresby,OpenFlights airports.dat
TBH,Asia/Manila,OpenFlights airports.dat
TBI,America/Nassau,OpenFlights airports.dat
TBJ,Africa/Tunis,OpenFlights airports.dat
TBN,America/Chicago,OpenFlights airports.dat
TBO,Africa/Dar_es_Salaam,OpenFlights airports.dat
TBP,America/Lima,OpenFlights airports.dat
TBS,Asia/Tbilisi,OpenFlights airports.dat
TBT,America/Boa_Vista,OpenFlights airports.dat
TBU,Pacific/Tongatapu,OpenFlights airports.dat
TBW,Europe/Moscow,OpenFlights airports.dat
TBZ,Asia/Tehran,OpenFlights airports.dat
TCA,Australia/Darwin,OpenFlights airports.dat
TCB,America/Nassau,OpenFlights airports.dat
TCC,America/Denver,OpenFlights airports.dat
TCE,Europe/Bucharest,OpenFlights airports.dat
TCG,Asia/Shanghai,OpenFlights airports.dat
TCH,Africa/Libreville,OpenFlights airports.dat
TCL,America/Chicago,OpenFlights airports.dat
TCM,America/Los_Angeles,OpenFlights airports.dat
TCN,America/Mexico_City,OpenFlights airports.dat
TCO,America/Bogota,OpenFlights airports.dat
TCP,Africa/Cairo,OpenFlights airports.dat
TCQ,America/Lima,OpenFlights airports.dat
TCS,America/Denver,OpenFlights airports.dat
TCX,Asia/Tehran,OpenFlights airports.dat
TCZ,Asia/Shanghai,OpenFlights airports.dat
TDD,America/La_Paz,OpenFlights airports.dat
TDG,Asia/Manila,OpenFlights airports.dat
TDJ,Africa/Djibouti,OpenFlights airports.dat
TDL,America/Buenos_Aires,OpenFlights airports.dat
TDR,Australia/Brisbane,OpenFlights airports.dat
TDX,Asia/Bangkok,OpenFlights airports.dat
TEA,America/Tegucigalpa,OpenFlights airports.dat
TEB,America/New_York,OpenFlights airports.dat
TEC,America/Sao_Paulo,OpenFlights airports.dat
TED,Europe/Copenhagen,OpenFlights airports.dat
TEE,Africa/Algiers,OpenFlights airports.dat
TEF,Australia/Perth,OpenFlights airports.dat
TEM,Australia/Sydney,OpenFlights airports.dat
TEN,Asia/Shanghai,OpenFlights airports.dat
TEQ,Europe/Istanbul,OpenFlights airports.dat
TER,Atlantic/Azores,OpenFlights airports.dat
TET,Africa/Maputo,OpenFlights airports.dat
TEU,Pacific/Auckland,OpenFlights airports.dat
TEX,America/Denver,OpenFlights airports.dat
TEZ,Asia/Calcutta,OpenFlights airports.dat
TFF,America/Boa_Vista,OpenFlights airports.dat
TFN,Atlantic/Canary,OpenFlights airports.dat
TFS,Atlantic/Canary,OpenFlights airports.dat
TGA,Asia/Singapore,OpenFlights airports.dat
TGD,Europe/Podgorica,OpenFlights airports.dat
TGG,Asia/Kuala_Lumpur,OpenFlights airports.dat
TGH,Pacific/Efate,OpenFlights airports.dat
TGI,America/Lima,OpenFlights airports.dat
TGJ,Pacific/Noumea,OpenFlights airports.dat
TGK,Europe/Moscow,OpenFlights airports.dat
TGM,Europe/Bucharest,OpenFlights airports.dat
TGO,Asia/Shanghai,OpenFlights airports.dat
TGP,Asia/Krasnoyarsk,OpenFlights airports.dat
TGR,Africa/Algiers,OpenFlights airports.dat
TGT,Africa/Dar_es_Salaam,OpenFlights airports.dat
TGU,America/Tegucigalpa,OpenFlights airports.dat
TGZ,America/Mexico_City,OpenFlights airports.dat
THE,America/Fortaleza,OpenFlights airports.dat
THF,Europe/Berlin,OpenFlights airports.dat
THG,Australia/Brisbane,OpenFlights airports.dat
THL,Asia/Rangoon,OpenFlights airports.dat
THN,Europe/Stockholm,OpenFlights airports.dat
THO,Atlantic/Reykjavik,OpenFlights airports.dat
THQ,Asia/Shanghai,OpenFlights airports.dat
THR,Asia/Tehran,OpenFlights airports.dat
THS,Asia/Bangkok,OpenFlights airports.dat
THU,America/Thule,OpenFlights airports.dat
THX,Asia/Krasnoyarsk,OpenFlights airports.dat
THZ,Africa/Niamey,OpenFlights airports.dat
TIA,Europe/Tirane,OpenFlights airports.dat
TID,Africa/Algiers,OpenFlights airports.dat
TIE,Africa/Addis_Ababa,OpenFlights airports.dat
TIF,Asia/Riyadh,OpenFlights airports.dat
TIH,Pacific/Tahiti,OpenFlights airports.dat
TII,Asia/Kabul,OpenFlights airports.dat
TIJ,America/Tijuana,OpenFlights airports.dat
TIK,America/Chicago,OpenFlights airports.dat
TIM,Asia/Jayapura,OpenFlights airports.dat
TIN,Africa/Algiers,OpenFlights airports.dat
TIP,Africa/Tripoli,OpenFlights airports.dat
TIQ,Pacific/Saipan,OpenFlights airports.dat
TIR,Asia/Calcutta,OpenFlights airports.dat
TIU,Pacific/Auckland,OpenFlights airports.dat
TIV,Europe/Podgorica,OpenFlights airports.dat
TIW,America/Los_Angeles,OpenFlights airports.dat
TIX,America/New_York,OpenFlights airports.dat
TIY,Africa/Nouakchott,OpenFlights airports.dat
TIZ,Pacific/Port_Moresby,OpenFlights airports.dat
TJA,America/La_Paz,OpenFlights airports.dat
TJG,Asia/Makassar,OpenFlights airports.dat
TJH,Asia/Tokyo,OpenFlights airports.dat
TJI,America/Tegucigalpa,OpenFlights airports.dat
TJK,Europe/Istanbul,OpenFlights airports.dat
TJL,America/Campo_Grande,OpenFlights airports.dat
TJM,Asia/Yekaterinburg,OpenFlights airports.dat
TJQ,Asia/Jakarta,OpenFlights airports.dat
TJS,Asia/Makassar,OpenFlights airports.dat
TJU,Asia/Dushanbe,OpenFlights airports.dat
TJV,Asia/Calcutta,OpenFlights airports.dat
TKA,America/Anchorage,OpenFlights airports.dat
TKC,Africa/Douala,OpenFlights airports.dat
TKD,Africa/Accra,OpenFlights airports.dat
TKF,America/Los_Angeles,OpenFlights airports.dat
TKG,Asia/Jakarta,OpenFlights airports.dat
TKH,Asia/Bangkok,OpenFlights airports.dat
TKJ,America/Anchorage,OpenFlights airports.dat
TKK,Pacific/Truk,OpenFlights airports.dat
TKN,Asia/Tokyo,OpenFlights airports.dat
TKP,Pacific/Tahiti,OpenFlights airports.dat
TKQ,Africa/Dar_es_Salaam,OpenFlights airports.dat
TKS,Asia/Tokyo,OpenFlights airports.dat
TKT,Asia/Bangkok,OpenFlights airports.dat
TKU,Europe/Helsinki,OpenFlights airports.dat
TKX,Pacific/Tahiti,OpenFlights airports.dat
TLA,America/Anchorage,OpenFlights airports.dat
TLC,America/Mexico_City,OpenFlights airports.dat
TLD,Africa/Gaborone,OpenFlights airports.dat
TLE,Indian/Antananarivo,OpenFlights airports.dat
TLH,America/New_York,OpenFlights airports.dat
TLJ,America/Anchorage,OpenFlights airports.dat
TLL,Europe/Tallinn,OpenFlights airports.dat
TLM,Africa/Algiers,OpenFlights airports.dat
TLN,Europe/Paris,OpenFlights airports.dat
TLQ,Asia/Shanghai,OpenFlights airports.dat
TLS,Europe/Paris,OpenFlights airports.dat
TLU,America/Bogota,OpenFlights airports.dat
TLV,Asia/Jerusalem,OpenFlights airports.dat
TMA,America/New_York,OpenFlights airports.dat
TMB,America/New_York,OpenFlights airports.dat
TMC,Asia/Makassar,OpenFlights airports.dat
TME,America/Bogota,OpenFlights airports.dat
TMG,Asia/Kuala_Lumpur,OpenFlights airports.dat
TMI,Asia/Katmandu,OpenFlights airports.dat
TMJ,Asia/Samarkand,OpenFlights airports.dat
TML,Africa/Accra,OpenFlights airports.dat
TMM,Indian/Antananarivo,OpenFlights airports.dat
TMN,Pacific/Tarawa,OpenFlights airports.dat
TMO,America/Caracas,OpenFlights airports.dat
TMP,Europe/Helsinki,OpenFlights airports.dat
TMR,Africa/Algiers,OpenFlights airports.dat
TMS,Africa/Sao_Tome,OpenFlights airports.dat
TMT,America/Belem,OpenFlights airports.dat
TMU,America/Costa_Rica,OpenFlights airports.dat
TMW,Australia/Sydney,OpenFlights airports.dat
TMX,Africa/Algiers,OpenFlights airports.dat
TNA,Asia/Shanghai,OpenFlights airports.dat
TNC,America/Anchorage,OpenFlights airports.dat
TND,America/Havana,OpenFlights airports.dat
TNE,Asia/Tokyo,OpenFlights airports.dat
TNF,Europe/Paris,OpenFlights airports.dat
TNG,Africa/Casablanca,OpenFlights airports.dat
TNH,Asia/Shanghai,OpenFlights airports.dat
TNI,Asia/Calcutta,OpenFlights airports.dat
TNJ,Asia/Jakarta,OpenFlights airports.dat
TNM,Antarctica/South_Pole,OpenFlights airports.dat
TNN,Asia/Taipei,OpenFlights airports.dat
TNR,Indian/Antananarivo,OpenFlights airports.dat
TNT,America/New_York,OpenFlights airports.dat
TNX,Asia/Phnom_Penh,OpenFlights airports.dat
TOA,America/Los_Angeles,OpenFlights airports.dat
TOB,Africa/Tripoli,OpenFlights airports.dat
TOC,America/New_York,OpenFlights airports.dat
TOD,Asia/Kuala_Lumpur,OpenFlights airports.dat
TOE,Africa/Tunis,OpenFlights airports.dat
TOF,Asia/Krasnoyarsk,OpenFlights airports.dat
TOG,America/Anchorage,OpenFlights airports.dat
TOH,Pacific/Efate,OpenFlights airports.dat
TOJ,Europe/Madrid,OpenFlights airports.dat
TOL,America/New_York,OpenFlights airports.dat
TOM,Africa/Bamako,OpenFlights airports.dat
TOO,America/Costa_Rica,OpenFlights airports.dat
TOP,America/Chicago,OpenFlights airports.dat
TOS,Europe/Oslo,OpenFlights airports.dat
TOT,America/Paramaribo,OpenFlights airports.dat
TOU,Pacific/Noumea,OpenFlights airports.dat
TOW,America/Sao_Paulo,OpenFlights airports.dat
TOY,Asia/Tokyo,OpenFlights airports.dat
TPA,America/New_York,OpenFlights airports.dat
TPC,America/Guayaquil,OpenFlights airports.dat
TPE,Asia/Taipei,OpenFlights airports.dat
TPJ,Asia/Katmandu,OpenFlights airports.dat
TPL,America/Chicago,OpenFlights airports.dat
TPN,America/Guayaquil,OpenFlights airports.dat
TPP,America/Lima,OpenFlights airports.dat
TPQ,America/Mazatlan,OpenFlights airports.dat
TPS,Europe/Rome,OpenFlights airports.dat
TQD,Asia/Baghdad,OpenFlights airports.dat
TQQ,Asia/Makassar,OpenFlights airports.dat
TRA,Asia/Tokyo,OpenFlights airports.dat
TRC,America/Mexico_City,OpenFlights airports.dat
TRD,Europe/Oslo,OpenFlights airports.dat
TRE,Europe/London,OpenFlights airports.dat
TRF,Europe/Oslo,OpenFlights airports.dat
TRG,Pacific/Auckland,OpenFlights airports.dat
TRI,America/New_York,OpenFlights airports.dat
TRK,Asia/Makassar,OpenFlights airports.dat
TRM,America/Los_Angeles,OpenFlights airports.dat
TRN,Europe/Rome,OpenFlights airports.dat
TRO,Australia/Sydney,OpenFlights airports.dat
TRQ,America/Rio_Branco,OpenFlights airports.dat
TRR,Asia/Colombo,OpenFlights airports.dat
TRS,Europe/Rome,OpenFlights airports.dat
TRU,America/Lima,OpenFlights airports.dat
TRV,Asia/Calcutta,OpenFlights airports.dat
TRW,Pacific/Tarawa,OpenFlights airports.dat
TRZ,Asia/Calcutta,OpenFlights airports.dat
TSA,Asia/Taipei,OpenFlights airports.dat
TSB,Africa/Windhoek,OpenFlights airports.dat
TSE,Asia/Qyzylorda,OpenFlights airports.dat
TSF,Europe/Rome,OpenFlights airports.dat
TSH,Africa/Lubumbashi,OpenFlights airports.dat
TSJ,Asia/Tokyo,OpenFlights airports.dat
TSL,America/Mexico_City,OpenFlights airports.dat
TSN,Asia/Shanghai,OpenFlights airports.dat
TSR,Europe/Bucharest,OpenFlights airports.dat
TST,Asia/Bangkok,OpenFlights airports.dat
TSU,Pacific/Tarawa,OpenFlights airports.dat
TSV,Australia/Brisbane,OpenFlights airports.dat
TSX,Asia/Makassar,OpenFlights airports.dat
TSY,Asia/Jakarta,OpenFlights airports.dat
TTA,Africa/Casablanca,OpenFlights airports.dat
TTB,Europe/Rome,OpenFlights airports.dat
TTD,America/Los_Angeles,OpenFlights airports.dat
TTE,Asia/Jayapura,OpenFlights airports.dat
TTG,America/Argentina/Salta,OpenFlights airports.dat
TTH,Asia/Muscat,OpenFlights airports.dat
TTI,Pacific/Tahiti,OpenFlights airports.dat
TTJ,Asia/Tokyo,OpenFlights airports.dat
TTN,America/New_York,OpenFlights airports.dat
TTQ,America/Costa_Rica,OpenFlights airports.dat
TTR,Asia/Makassar,OpenFlights airports.dat
TTT,Asia/Taipei,OpenFlights airports.dat
TTU,Africa/Casablanca,OpenFlights airports.dat
TUA,America/Guayaquil,OpenFlights airports.dat
TUB,Pacific/Tahiti,OpenFlights airports.dat
TUC,America/Argentina/Tucuman,OpenFlights airports.dat
TUD,Africa/Dakar,OpenFlights airports.dat
TUF,Europe/Paris,OpenFlights airports.dat
TUG,Asia/Manila,OpenFlights airports.dat
TUI,Asia/Riyadh,OpenFlights airports.dat
TUK,Asia/Karachi,OpenFlights airports.dat
TUL,America/Chicago,OpenFlights airports.dat
TUN,Africa/Tunis,OpenFlights airports.dat
TUO,Pacific/Auckland,OpenFlights airports.dat
TUP,America/Chicago,OpenFlights airports.dat
TUR,America/Belem,OpenFlights airports.dat
TUS,America/Phoenix,OpenFlights airports.dat
TUU,Asia/Riyadh,OpenFlights airports.dat
TUV,America/Caracas,OpenFlights airports.dat
TVA,Indian/Antananarivo,OpenFlights airports.dat
TVC,America/New_York,OpenFlights airports.dat
TVF,America/Chicago,OpenFlights airports.dat
TVI,America/New_York,OpenFlights airports.dat
TVL,America/Los_Angeles,OpenFlights airports.dat
TVU,Pacific/Fiji,OpenFlights airports.dat
TVY,Asia/Rangoon,OpenFlights airports.dat
TWB,Australia/Brisbane,OpenFlights airports.dat
TWF,America/Denver,OpenFlights airports.dat
TWT,Asia/Manila,OpenFlights airports.dat
TWU,Asia/Kuala_Lumpur,OpenFlights airports.dat
TWZ,Pacific/Auckland,OpenFlights airports.dat
TXG,Asia/Taipei,OpenFlights airports.dat
TXK,America/Chicago,OpenFlights airports.dat
TXL,Europe/Berlin,OpenFlights airports.dat
TXN,Asia/Shanghai,OpenFlights airports.dat
TYF,Europe/Stockholm,OpenFlights airports.dat
TYL,America/Lima,OpenFlights airports.dat
TYM,America/Nassau,OpenFlights airports.dat
TYN,Asia/Shanghai,OpenFlights airports.dat
TYR,America/Chicago,OpenFlights airports.dat
TYS,America/New_York,OpenFlights airports.dat
TZL,Europe/Sarajevo,OpenFlights airports.dat
TZR,Europe/Budapest,OpenFlights airports.dat
TZX,Europe/Istanbul,OpenFlights airports.dat
UAB,Europe/Istanbul,OpenFlights airports.dat
UAH,Pacific/Marquesas,OpenFlights airports.dat
UAI,Asia/Dili,OpenFlights airports.dat
UAK,America/Godthab,OpenFlights airports.dat
UAM,Pacific/Guam,OpenFlights airports.dat
UAP,Pacific/Marquesas,OpenFlights airports.dat
UAQ,America/Argentina/San_Juan,OpenFlights airports.dat
UAR,Africa/Casablanca,OpenFlights airports.dat
UAS,Africa/Nairobi,OpenFlights airports.dat
UBA,America/Sao_Paulo,OpenFlights airports.dat
UBB,Australia/Brisbane,OpenFlights airports.dat
UBJ,Asia/Tokyo,OpenFlights airports.dat
UBP,Asia/Bangkok,OpenFlights airports.dat
UCK,Europe/Kiev,OpenFlights airports.dat
UCT,Europe/Moscow,OpenFlights airports.dat
UDD,America/Los_Angeles,OpenFlights airports.dat
UDI,America/Sao_Paulo,OpenFlights airports.dat
UDJ,Europe/Kiev,OpenFlights airports.dat
UDR,Asia/Calcutta,OpenFlights airports.dat
UEL,Africa/Maputo,OpenFlights airports.dat
UEO,Asia/Tokyo,OpenFlights airports.dat
UET,Asia/Karachi,OpenFlights airports.dat
UFA,Asia/Yekaterinburg,OpenFlights airports.dat
UGA,Asia/Ulaanbaatar,OpenFlights airports.dat
UGC,Asia/Samarkand,OpenFlights airports.dat
UGN,America/Chicago,OpenFlights airports.dat
UGO,Africa/Luanda,OpenFlights airports.dat
UHE,Europe/Prague,OpenFlights airports.dat
UIB,America/Bogota,OpenFlights airports.dat
UIH,Asia/Saigon,OpenFlights airports.dat
UII,America/Tegucigalpa,OpenFlights airports.dat
UIK,Asia/Irkutsk,OpenFlights airports.dat
UIN,America/Chicago,OpenFlights airports.dat
UIO,America/Guayaquil,OpenFlights airports.dat
UIP,Europe/Paris,OpenFlights airports.dat
UJE,Pacific/Majuro,OpenFlights airports.dat
UKA,Africa/Nairobi,OpenFlights airports.dat
UKB,Asia/Tokyo,OpenFlights airports.dat
UKK,Asia/Qyzylorda,OpenFlights airports.dat
UKS,Europe/Simferopol,OpenFlights airports.dat
UKX,Asia/Irkutsk,OpenFlights airports.dat
ULA,America/Argentina/Rio_Gallegos,OpenFlights airports.dat
ULB,Pacific/Efate,OpenFlights airports.dat
ULD,Africa/Johannesburg,OpenFlights airports.dat
ULG,Asia/Hovd,OpenFlights airports.dat
ULH,Asia/Riyadh,OpenFlights airports.dat
ULK,Asia/Yakutsk,OpenFlights airports.dat
ULN,Asia/Ulaanbaatar,OpenFlights airports.dat
ULO,Asia/Hovd,OpenFlights airports.dat
ULP,Australia/Brisbane,OpenFlights airports.dat
ULQ,America/Bogota,OpenFlights airports.dat
ULU,Africa/Kampala,OpenFlights airports.dat
ULV,Europe/Samara,OpenFlights airports.dat
ULY,Europe/Samara,OpenFlights airports.dat
ULZ,Asia/Ulaanbaatar,OpenFlights airports.dat
UMD,America/Godthab,OpenFlights airports.dat
UME,Europe/Stockholm,OpenFlights airports.dat
UMR,Australia/Adelaide,OpenFlights airports.dat
UMS,Asia/Yakutsk,OpenFlights airports.dat
UMU,America/Sao_Paulo,OpenFlights airports.dat
UNA,America/Fortaleza,OpenFlights airports.dat
UND,Asia/Kabul,OpenFlights airports.dat
UNG,Pacific/Port_Moresby,OpenFlights airports.dat
UNI,America/St_Vincent,OpenFlights airports.dat
UNK,America/Anchorage,OpenFlights airports.dat
UNN,Asia/Bangkok,OpenFlights airports.dat
UNT,Europe/London,OpenFlights airports.dat
UOS,America/Chicago,OpenFlights airports.dat
UPB,America/Havana,OpenFlights airports.dat
UPG,Asia/Makassar,OpenFlights airports.dat
UPN,America/Mexico_City,OpenFlights airports.dat
UPP,Pacific/Honolulu,OpenFlights airports.dat
URA,Asia/Oral,OpenFlights airports.dat
URC,Asia/Shanghai,OpenFlights airports.dat
URD,Europe/Berlin,OpenFlights airports.dat
URE,Europe/Tallinn,OpenFlights airports.dat
URG,America/Sao_Paulo,OpenFlights airports.dat
URJ,Asia/Yekaterinburg,OpenFlights airports.dat
URO,Europe/Paris,OpenFlights airports.dat
URS,Europe/Moscow,OpenFlights airports.dat
URT,Asia/Bangkok,OpenFlights airports.dat
URY,Asia/Riyadh,OpenFlights airports.dat
USA,America/New_York,OpenFlights airports.dat
USH,America/Argentina/Ushuaia,OpenFlights airports.dat
USI,America/Guyana,OpenFlights airports.dat
USK,Europe/Moscow,OpenFlights airports.dat
USM,Asia/Bangkok,OpenFlights airports.dat
USN,Asia/Seoul,OpenFlights airports.dat
USQ,Europe/Istanbul,OpenFlights airports.dat
USR,Asia/Vladivostok,OpenFlights airports.dat
USS,America/Havana,OpenFlights airports.dat
UST,America/New_York,OpenFlights airports.dat
USU,Asia/Manila,OpenFlights airports.dat
UTA,Africa/Harare,OpenFlights airports.dat
UTC,Europe/Amsterdam,OpenFlights airports.dat
UTH,Asia/Bangkok,OpenFlights airports.dat
UTI,Europe/Helsinki,OpenFlights airports.dat
UTK,Pacific/Majuro,OpenFlights airports.dat
UTM,America/Chicago,OpenFlights airports.dat
UTN,Africa/Johannesburg,OpenFlights airports.dat
UTO,America/Anchorage,OpenFlights airports.dat
UTP,Asia/Bangkok,OpenFlights airports.dat
UTS,Europe/Moscow,OpenFlights airports.dat
UTT,Africa/Johannesburg,OpenFlights airports.dat
UTW,Africa/Johannesburg,OpenFlights airports.dat
UUA,Europe/Moscow,OpenFlights airports.dat
UUD,Asia/Irkutsk,OpenFlights airports.dat
UUK,America/Anchorage,OpenFlights airports.dat
UUS,Asia/Srednekolymsk,OpenFlights airports.dat
UVA,America/Chicago,OpenFlights airports.dat
UVE,Pacific/Noumea,OpenFlights airports.dat
UVF,America/St_Lucia,OpenFlights airports.dat
UYL,Africa/Khartoum,OpenFlights airports.dat
UYN,Asia/Shanghai,OpenFlights airports.dat
UYU,America/La_Paz,OpenFlights airports.dat
UZU,America/Cordoba,OpenFlights airports.dat
VAA,Europe/Helsinki,OpenFlights airports.dat
VAD,America/New_York,OpenFlights airports.dat
VAF,Europe/Paris,OpenFlights airports.dat
VAG,America/Sao_Paulo,OpenFlights airports.dat
VAI,Pacific/Port_Moresby,OpenFlights airports.dat
VAK,America/Anchorage,OpenFlights airports.dat
VAL,America/Fortaleza,OpenFlights airports.dat
VAM,Indian/Maldives,OpenFlights airports.dat
VAN,Europe/Istanbul,OpenFlights airports.dat
VAO,Pacific/Guadalcanal,OpenFlights airports.dat
VAR,Europe/Sofia,OpenFlights airports.dat
VAS,Europe/Istanbul,OpenFlights airports.dat
VAV,Pacific/Tongatapu,OpenFlights airports.dat
VAW,Europe/Oslo,OpenFlights airports.dat
VBA,Asia/Rangoon,OpenFlights airports.dat
VBG,America/Los_Angeles,OpenFlights airports.dat
VBP,Asia/Rangoon,OpenFlights airports.dat
VBS,Europe/Rome,OpenFlights airports.dat
VBV,Pacific/Fiji,OpenFlights airports.dat
VBY,Europe/Stockholm,OpenFlights airports.dat
VCA,Asia/Saigon,OpenFlights airports.dat
VCD,Australia/Darwin,OpenFlights airports.dat
VCE,Europe/Rome,OpenFlights airports.dat
VCL,Asia/Saigon,OpenFlights airports.dat
VCP,America/Sao_Paulo,OpenFlights airports.dat
VCR,America/Caracas,OpenFlights airports.dat
VCS,Asia/Saigon,OpenFlights airports.dat
VCT,America/Chicago,OpenFlights airports.dat
VCV,America/Los_Angeles,OpenFlights airports.dat
VDA,Asia/Jerusalem,OpenFlights airports.dat
VDB,Europe/Oslo,OpenFlights airports.dat
VDC,America/Fortaleza,OpenFlights airports.dat
VDE,Atlantic/Canary,OpenFlights airports.dat
VDH,Asia/Saigon,OpenFlights airports.dat
VDM,America/Argentina/Salta,OpenFlights airports.dat
VDP,America/Caracas,OpenFlights airports.dat
VDR,America/Cordoba,OpenFlights airports.dat
VDS,Europe/Oslo,OpenFlights airports.dat
VDZ,America/Anchorage,OpenFlights airports.dat
VEE,America/Anchorage,OpenFlights airports.dat
VEL,America/Denver,OpenFlights airports.dat
VER,America/Mexico_City,OpenFlights airports.dat
VEY,Atlantic/Reykjavik,OpenFlights airports.dat
VFA,Africa/Harare,OpenFlights airports.dat
VGA,Asia/Calcutta,OpenFlights airports.dat
VGD,Europe/Moscow,OpenFlights airports.dat
VGO,Europe/Madrid,OpenFlights airports.dat
VGT,America/Los_Angeles,OpenFlights airports.dat
VGZ,America/Bogota,OpenFlights airports.dat
VHC,Africa/Luanda,OpenFlights airports.dat
VHM,Europe/Stockholm,OpenFlights airports.dat
VHY,Europe/Paris,OpenFlights airports.dat
VIC,Europe/Rome,OpenFlights airports.dat
VIE,Europe/Vienna,OpenFlights airports.dat
VIG,America/Caracas,OpenFlights airports.dat
VII,Asia/Saigon,OpenFlights airports.dat
VIJ,America/Tortola,OpenFlights airports.dat
VIL,Africa/El_Aaiun,OpenFlights airports.dat
VIN,Europe/Kiev,OpenFlights airports.dat
VIR,Africa/Johannesburg,OpenFlights airports.dat
VIS,America/Los_Angeles,OpenFlights airports.dat
VIT,Europe/Madrid,OpenFlights airports.dat
VIX,America/Sao_Paulo,OpenFlights airports.dat
VIY,Europe/Paris,OpenFlights airports.dat
VKG,Asia/Saigon,OpenFlights airports.dat
VKO,Europe/Moscow,OpenFlights airports.dat
VKT,Europe/Moscow,OpenFlights airports.dat
VLC,Europe/Madrid,OpenFlights airports.dat
VLD,America/New_York,OpenFlights airports.dat
VLG,America/Buenos_Aires,OpenFlights airports.dat
VLI,Pacific/Efate,OpenFlights airports.dat
VLL,Europe/Madrid,OpenFlights airports.dat
VLM,America/La_Paz,OpenFlights airports.dat
VLN,America/Caracas,OpenFlights airports.dat
VLR,America/Santiago,OpenFlights airports.dat
VLS,Pacific/Efate,OpenFlights airports.dat
VLU,Europe/Moscow,OpenFlights airports.dat
VLV,America/Caracas,OpenFlights airports.dat
VLY,Europe/London,OpenFlights airports.dat
VME,America/Argentina/San_Luis,OpenFlights airports.dat
VMU,Pacific/Port_Moresby,OpenFlights airports.dat
VNA,Asia/Vientiane,OpenFlights airports.dat
VNC,America/New_York,OpenFlights airports.dat
VNE,Europe/Paris,OpenFlights airports.dat
VNO,Europe/Vilnius,OpenFlights airports.dat
VNS,Asia/Calcutta,OpenFlights airports.dat
VNT,Europe/Riga,OpenFlights airports.dat
VNX,Africa/Maputo,OpenFlights airports.dat
VNY,America/Los_Angeles,OpenFlights airports.dat
VOD,Europe/Prague,OpenFlights airports.dat
VOG,Europe/Moscow,OpenFlights airports.dat
VOH,Indian/Antananarivo,OpenFlights airports.dat
VOK,America/Chicago,OpenFlights airports.dat
VOL,Europe/Athens,OpenFlights airports.dat
VOZ,Europe/Moscow,OpenFlights airports.dat
VPE,Africa/Luanda,OpenFlights airports.dat
VPN,Atlantic/Reykjavik,OpenFlights airports.dat
VPS,America/Chicago,OpenFlights airports.dat
VPY,Africa/Maputo,OpenFlights airports.dat
VQQ,America/New_York,OpenFlights airports.dat
VQS,America/Puerto_Rico,OpenFlights airports.dat
VRA,America/Havana,OpenFlights airports.dat
VRB,America/New_York,OpenFlights airports.dat
VRC,Asia/Manila,OpenFlights airports.dat
VRE,Africa/Johannesburg,OpenFlights airports.dat
VRK,Europe/Helsinki,OpenFlights airports.dat
VRL,Europe/Lisbon,OpenFlights airports.dat
VRN,Europe/Rome,OpenFlights airports.dat
VRO,America/Havana,OpenFlights airports.dat
VRU,Africa/Johannesburg,OpenFlights airports.dat
VRY,Europe/Oslo,OpenFlights airports.dat
VSA,America/Mexico_City,OpenFlights airports.dat
VSE,Europe/Lisbon,OpenFlights airports.dat
VSG,Europe/Kiev,OpenFlights airports.dat
VST,Europe/Stockholm,OpenFlights airports.dat
VTB,Europe/Minsk,OpenFlights airports.dat
VTE,Asia/Vientiane,OpenFlights airports.dat
VTM,Asia/Jerusalem,OpenFlights airports.dat
VTU,America/Havana,OpenFlights airports.dat
VTZ,Asia/Calcutta,OpenFlights airports.dat
VUP,America/Bogota,OpenFlights airports.dat
VUS,Europe/Moscow,OpenFlights airports.dat
VVC,America/Bogota,OpenFlights airports.dat
VVI,America/La_Paz,OpenFlights airports.dat
VVO,Asia/Vladivostok,OpenFlights airports.dat
VVZ,Africa/Algiers,OpenFlights airports.dat
